b1161707c5b3711b7cf6213c114c91b2,650dd69e8e20391188d727da3599e9a7,69932,brasileia,AC,845c454659dd4b14bf2cad50319cb032,3/20/2017 14:08,3/31/2017 0:00,3a8bbcf3084a3e388588a1b43e188d81,897060da8b9a21f655304d50fd935913,19.9,ribeirao preto,SP,informatica_acessorios,computers_accessories,5,,Tudo certo . Dentro do prazo.. exatamente o que foi comprado. ,3/23/2017 0:00
b1161707c5b3711b7cf6213c114c91b2,650dd69e8e20391188d727da3599e9a7,69932,brasileia,AC,845c454659dd4b14bf2cad50319cb032,3/20/2017 14:08,3/31/2017 0:00,3a8bbcf3084a3e388588a1b43e188d81,897060da8b9a21f655304d50fd935913,19.9,ribeirao preto,SP,informatica_acessorios,computers_accessories,5,,Tudo certo . Dentro do prazo.. exatamente o que foi comprado. ,3/23/2017 0:00
b1161707c5b3711b7cf6213c114c91b2,650dd69e8e20391188d727da3599e9a7,69932,brasileia,AC,845c454659dd4b14bf2cad50319cb032,3/20/2017 14:08,3/31/2017 0:00,3a8bbcf3084a3e388588a1b43e188d81,897060da8b9a21f655304d50fd935913,19.9,ribeirao preto,SP,informatica_acessorios,computers_accessories,5,,Tudo certo . Dentro do prazo.. exatamente o que foi comprado. ,3/23/2017 0:00
41dcb106f807e993532d446263290104,68a5590b9926689be4e10f4ae2db21a8,6030,osasco,SP,73fc7af87114b39712e6da79b0a377eb,1/17/2018 18:42,2/2/2018 0:00,fd25ab760bfbba13c198fa3b4f1a0cd3,6d803cb79cc31c41c4c789a75933b3c7,185,sao joaquim da barra,SP,esporte_lazer,sports_leisure,4,,,1/18/2018 0:00
41dcb106f807e993532d446263290104,68a5590b9926689be4e10f4ae2db21a8,6030,osasco,SP,73fc7af87114b39712e6da79b0a377eb,1/17/2018 18:42,2/2/2018 0:00,fd25ab760bfbba13c198fa3b4f1a0cd3,6d803cb79cc31c41c4c789a75933b3c7,185,sao joaquim da barra,SP,esporte_lazer,sports_leisure,4,,,1/18/2018 0:00
8a2e7ef9053dea531e4dc76bd6d853e6,64190b91b656ab8f37eb89b93dc84584,13380,nova odessa,SP,a548910a1c6147796b98fdf73dbeba33,3/9/2018 23:17,3/14/2018 0:00,be0dbdc3d67d55727a65d4cd696ca73c,8e6d7754bc7e0f22c96d255ebda59eba,79.79,sao jose dos campos,SP,informatica_acessorios,computers_accessories,5,,,3/10/2018 0:00
0f32385df13e46d88d997460208bc866,4f67110f6d6d1241111167b141bfa780,69900,rio branco,AC,b701057e29518346f3b457eaddf5c0ba,11/23/2017 0:00,11/23/2017 0:00,0a4dea9eaeaaea5b7894a9a4ec6ed660,897060da8b9a21f655304d50fd935913,51.98,ribeirao preto,SP,informatica_acessorios,computers_accessories,1,,"fazem 2 meses a espera do produto, ja entrei em contato mas ainda nÃ£o resolveram meu problema, esses parceiros da lannister sÃ£o horriveis",11/25/2017 0:00
de6dff97e5f1ba84a3cd9a3bc97df5f6,c8cf6cb6b838dc7a33ed199b825e8616,88735,gravatal,SC,658677c97b385a9be170737859d3511b,4/20/2017 9:08,5/10/2017 0:00,52c80cedd4e90108bf4fa6a206ef6b03,a1043bafd471dff536d0c462352beb48,179.99,ilicinea,MG,ferramentas_jardim,garden_tools,5,,Recebi bem antes do prazo estipulado.,4/21/2017 0:00
a645d9d4502ba3178fca0a3cec9aefd8,49354d93b6f00c69011b1f5910bf8488,13059,campinas,SP,13029a6f70b0aa74acea8a239d7d1d6f,12/29/2017 18:29,12/27/2017 0:00,0a4dea9eaeaaea5b7894a9a4ec6ed660,897060da8b9a21f655304d50fd935913,51.98,ribeirao preto,SP,informatica_acessorios,computers_accessories,5,,,12/29/2017 0:00
5986b333ca0d44534a156a52a8e33a83,d16000272660a1fef81482ad75ba572a,89520,curitibanos,SC,8e6bfb81e283fa7e4f11123a3fb894f1,2/28/2018 16:33,3/9/2018 0:00,3880d25d502b15b1de6fddc42ad1d67a,989becdce12ebc39863c2bceab6f3ca1,1199,curitiba,PR,esporte_lazer,sports_leisure,5,,ParabÃ©ns lojas lannister adorei comprar pela Internet seguro e prÃ¡tico ParabÃ©ns a todos feliz PÃ¡scoa,3/1/2018 0:00
